tweet_id,sentiment,tweet_text
1.2012401159112458e+18,neutral,@GetuKawato ምኞት እና ስሜት፣ አማራጭ ሃሳብ የሌለው ነው ያለው መሰለኝ... አቤት politics gin yigermal
1.2123784347537613e+18,negative,@EliasMeseret የምን ፍቃድ??? ከማን??? ግራ የሚያጋባ ነገር ነው።
1.2142422140098068e+18,positive,ዛሬ በኣአ ቦሌ ኤርፖርት መግቢያ ታላቅ የወንጌል የምስራች በሃይልና በስልጣን ተሰበከ ፡፡
1.2129788814577746e+18,negative,@KasayeMeski @HussenMuhye በዚ ድንዛዜ ላይ ትዊተር መጠቀም ግን ከባድ ነው
1.2130108866271355e+18,neutral,@hymelee @AbbaSheger ልክ ነው: ነገር ግን: ስንት ሰው እየሞተ ስንት መድረሻቸው እማይታወቁ ልጆች: በባሕር እየጠፉ: እየተሰቃዩ የሚኖረው ህዝብ: ኢሳያስን እንደዛ ስላደረ… https://t.co/6x0UiAHodg
1.2011859441849836e+18,positive,@kefira_dechatu አታላይ ንቤ ደከመች ዛሬ 😂
1.2166153714757673e+18,positive,"""እምየ ፥ጎንደር ፥ታሪካዊ ፥ ምድር ፥
እንግዳ፥ ተቀባይ ፥ህዝብ፥ ያለብሽ፥ከተማ
፥ሰላምሽ ፥ይባዛ።"" የኢትዮጵያ ቡና ደጋፊዎች

እናመሰግናለን የተከባራችሁ የአገራችን ተዎዳጅ ቡድን ደጋፊዎች🙏"
1.2127607163961795e+18,neutral,@MadyYonas የበቀደሙ የአዲስ አበባው ስብሰባው ላይ ለተጠየቀው ጥያቄ መልስ ሲሰጥ አልሰማከውም? ስለ ሃማደ (29:22 —30:11)እና ልደቱ (35:50—36:10)ያለውን ስማው 😂… https://t.co/slGthp3NHt
1.2229553131769487e+18,positive,"@Ethiopia__ እንኳን አብሮ አደረሰን ፍፁም 🙏⛪ 

ጭንቅ አማላጅቱ ቸር ወሬ ታሰማን ለምስኪን እህቶቻችን ።💚💛❤"
1.2124361586108457e+18,neutral,"ጀበሉ:—  

"" ጀነራል አደም መሐመድ ሙስሊም ስለሆነ ብቻ
  እንዴት የብሔራዊ  መረጃ እና ደህንነት ቢሮ ኃላፊ ሆኖ ይመረጣል ብለው ተቃውሞ  ያቀረቡ የመንግስት ባለስልጣናት ነበሩ""

     ተራራው‼"
1.216055019834835e+18,negative,@fanatelevision @ebczena ስለ መታገታቸው ያልዘገብ ሚዲያ ስለ መለቀቃቸው ሲዘግብ ሰምተህ እውነት ነው ካልክ የአለም ቁጥር አንዱ ድንጋይ ራስ አንተ ነህ ።
1.212432658166362e+18,negative,@AtnafB 21 መስጊድ የተቃጠሉበት፣ ሙስሊሞች «በሠንበት ሥራ አትሥሩ» ተብሎ በሚከለከሉበት፣ ሙስሊም ነጋዴ ጅዳ ልጅ ስላለህ የገቢ ግብር ይጨምራል» የሚባልበት ክልል ላይ «ሙስሊሙ… https://t.co/8h2EHtM23e
1.2138253622931497e+18,neutral,የደረጃ ሠንጠረዥ ከ6 ሳምንታት በኋላ https://t.co/HDJ3ApnsOt
1.2010118365245972e+18,positive,@dagmawit_moges ክብርት ዳጊ በርችልን: አንቺ ገብቶሻል የ፳ ፩ኛው ክ/ዘመን ጀግንነት ምን እንደሆነ ገብቶሻል::
1.2131102321021338e+18,neutral,@Haimanotwua የስምምነታቸው ዝርዝር ምን ይላል? በምርጫ እርስ በርስ ላለመፎካከር ተስማምተዋል?
1.2140586297432023e+18,negative,"@awushwish እንደ አንተ አይነት ሰው እና አስተሳሰብ ሳይ ኢትዮጵያ ትንሳኤሽ እሩቅ ነው እላለሁ።
የተጨበጨበልህ ደነዝ ነህ!!!!"
1.2011422341853798e+18,negative,@Yohannes_v @woldeyes_t @DerilloEyob @FundHeritage ከሰሪዎቹ እና ከባለቤቱ ይልቅ በጉልበት የሰረቀው ሌባው ቅርሶቹን የተሻለ ይጠብቃል ሲባል እንዴት ነው? ግራ ገብቶኛል።
1.2131697187288228e+18,neutral,ጉዳት ላይ ያሉ የወልዋሎ ተጫዋቾች ወቅታዊ ሁኔታ https://t.co/kBjdfX1i0o
1.2124481864359567e+18,negative,@AbiyAhmedAli PM:አብይ:ህዎሃት:ኢትዮጲያን:አዘቅት:ውስጥ:ለመጣል:እየተዘጋጀ:ነው::በምርጫው:ጊዜ:ወይም:ቀደም:ብሎ:ጦርነት:ሊከፍት:ይችላል::አንተም:ህዎሃትን:ከኢትዮጲያ:ነቅሎ… https://t.co/hQQr4iKvu4
1.2162606379799675e+18,negative,@IamFilmona በፍጹም እውነት አይመስልም
1.2129080365761618e+18,negative,"RT @bahrzaf: ምነው በያስኳላው ይሞታል ወጣቱ
መማር ሁኖ ሳለ አብይ ፍላጎቱ
ምርቃት ነበረ የናት ያባት ፀጋ
ሙሾ ማውረድ ሆነ ጊዜው እያሰጋ
ይበጃል መፃፉ ጥበብን በቀለም
የተማረ በብዕሩ አያበጀው የለም
ያገሬ ወጣቶች…"
1.213863033493082e+18,neutral,በዚያን ቀን በስሜ ትጠይቃላችሁ ፣ እኔም አብን እለምናለሁ ብዬ አልልም ፡፡ እናንተ ስለ ወደዳችሁኝ ከእግዚአብሔርም ዘንድ እኔ እንደ ወጣሁ ስላመናችሁ አብ እርሱ ራሱ ይወዳችኋልና።
1.2162288807443743e+18,positive,ቤት ልብ የሚገኝበት ነው ❤️ https://t.co/ZDj7RkNw6h
1.212504438725841e+18,neutral,"RT @fairytale0716: ይናገር የአበራ ወዲ
ምስክሬ የሳሌም ዳዲ
ዘመናዊ ተከራካሪ
እንደማልገናኝ ከእንዳንተ ያለ ፈሪ
መሃል ላይ የምሄድ ለሃሳብ አዳሪ 
እንዳልሆንኩኝ እኔ የማንም አባሪ 
የማይረባም ቢሆን ልዩነት አ…"
1.215925598792618e+18,positive,"ርሑስ ጋማ ፍጼ! ❤️💛🖤

የፍጼ ጋብቻ የፌዴራሊስት ኃይሎች መጭው ተስፋ ብሩህ እንደሆነ ያሳያል! 😆

መልካም ጋብቻ! 😋"
1.2150138793293128e+18,positive,ዛሬ ደግሞ ፕሮፌሰሩ ሌላ መንፈስን የሚያረካ እውቀት እንካችሁ ብሎናል! ጋዜጠኛውንም እናመሰግናለን!
1.2124208598744228e+18,neutral,"@EthiopianViews የደረሰ ለደብረፀይን 
አቶ ደብረፀዮን 
የትግራየን ሐዘብን በመ በደል ወደማየሰፈልግ መሰዋት ባትደ መልካም ነወ"
1.212380362019672e+18,neutral,https://t.co/f2rPT4PVO8 ኢትዮ ቴሌኮም ድጋፍ ለዩኒቨርሲቲ ተማሪዎች
1.213928500576559e+18,positive,@tesfamaryam21 አቤቱ እንደበደላችን ሳይሆን እንደቸርነትህ ይቅር በለን እግዚኦ🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭😭
1.213864671901565e+18,neutral,ማነህ ርጋ ውሲንጀኤከ በመቃብር ውስጥ ወንድም ሱነይሳ ምንም
1.2132726687929016e+18,neutral,@Brinnium @YouTube አጉራሽህ ጀነራል ክንፈ ዳኘው። የሜቴክን ብር አየበላህ 24 ሰዓት በኤፍ ኤም ታገሳብን ነበር። አዬ ጊዜ ስንቱን አሳየን
1.213083197027836e+18,neutral,@tweetofmicky ኢንተርቢ ሲያረጋት...የሄኒ አስተያየት ግን... ብዬ ነገር ልለኩስ እንዴ? 🤣
1.212754744130855e+18,positive,2)ለሕገወጥም መንገድ በር እየከፈተ ነው የግባታ ፈቃድ ለድርጅት ለንግድ ተቋማት አሥፈላጊ ነው ግንባታው በአጭር ጊዜባለመጠናቀቁ ሐገር ከሚያመነጨው ኢኮኖሚ ታጣለች መኖሪያ ቤት ተሎ ባ… https://t.co/OlhkVSOVF5
1.2147156910787584e+18,neutral,የአማራ ክልል መንግስት መዋቅር በማህበረ ቅዱሳን መያዙን የክልሉን መንግስት መግለጫና የማህበረ ቅዱሳን ቲቪ የሚናገሩትን በማየት ማረጋገጥ ይቻላል !
1.21238579449054e+18,neutral,"ህወሀት ነግሶበት የነበርው ""ብሄር ብሄረሰቦች"" እንግዳ አስተሳሰብ የልሂቃን የስልጣን ጥማት ማርኪያ መሳሪይ እንጂ ለደሀው ያተረፈው/የሚያተርፈው የለም::ተረኝነት በላተኝነት!"
1.21249644936525e+18,neutral,ገዢው የኢትዮጵያ መንግስት ትግራይ ውስጥ ያሉትን የህዝብ ጠላቶች(TPLF) ከስልጣን ማውረድ ይኖርበታል።በጉልበትም ቢሆን።ነገሮች ሳይካረሩ።
1.2137764048668795e+18,neutral,ኢትዮጵያን እወዳለሁ ካልክ/ሽ በእንደዚህ አይነት ትውልድ አዳኝ ፕሮጀክት ተሳተፋ/ፊ ...ሌላው ቱሪናፋ ነው ! https://t.co/Qc8fle6Ke4
1.2125940177094943e+18,negative,ይህ መግለጫ ሰምቶ በቸልታ ማለፍ ሽብርተኝነትን በተግባር መደገፍ ነው! https://t.co/fw2XY1HhXm
1.2127084451006136e+18,neutral,"የሮሜ መልዕክት ጥናት 2ኛ ሣምንት ክፍል 5

የሮሜ መልዕክት ጥናት በሣምንት ሦስት ጊዜ (ሰኞ፣ ረቡዕ እና አርብ)፣ በፌስ ቡክ ፔጃችን ላይ የሚለቀቅ ሲሆን፣ መግቢያውን አካቶ በዚህ… https://t.co/PEKvdkWLAC"
1.2010108656900342e+18,neutral,ህፃን ዮዳ ቤተሰብዎን ያበቃል ፡፡ የደምዎ መስመር ከእንግዲህ አይኖርም። ይቅርታ መጠየቅ ወይም እራስዎን ለዘለአለማዊ ጥፋት መስዋእት ማድረግ https://t.co/zEoFSQMKWT https://t.co/IX0LkcWGTQ
1.2131257404447048e+18,negative,@MadyYonas 🤦🏽‍♂️😂😂😂 መንግስት ብቻውን ነው የዞረበት ለማለት ነው ::
1.213139209931952e+18,negative,"ሕውሃት ከነጁዋር ጋር ከተቀላቀሉ! 
ስልጣን ላይ ከወጡ ሁሉንም የብልጽግና ሰዎችን ነው በየእስር ቤት የሚስቀምጡትና የሚገድሉት።

ብልጽግና ንቃ ሳትበላ ብላ ነው የምልክ።

እነዚህን… https://t.co/NHIvU4xkEn"
1.2011405450553303e+18,positive,"2)በተለመደው ቁጥር ልምድ በመውሠድ በማቀናጀት ሥልትን ብንጠቀም ከእልፍ በለይ ለሠየሙት ሥያሚወች በተለመደው ቁጥር ለነ ሚሊወን :ቢሌወን :ትሪሊወን ወዘተ ቢሆን  ፲፻,፻፻፻ , ፳፻,… https://t.co/MM1LbRHxNW"
1.213185467996205e+18,neutral,#Ethiopia : ዛሬ በባህር ዳር ፅንፈኞችና የጥፋት ሀይሎች እንዲሁም ሚዲያቸው እንዲህ አይነት መፈክሮች አይታያቸውም:: https://t.co/LczaHniyt0
1.2141471434365706e+18,neutral,"ከምርጫ በኋላ ስለሚደረግ ሰላማዊ የስልጣን ሽግግር ከአሁኑ ድርድሮች መጀመር አለባቸው። 
አሜሪካንም የማይሆን ነገር እንዳትሞክር ያሉት ጥምረቶች እና ስብስቦች ሊመክሯት ያስፈልጋል።"
1.2130890825675448e+18,neutral,በአማራ ክልል የተከሰተውን የነዳጅ እጥረት ለመቅረፍ እየተሰራ መሆኑን የክልሉ ንግድና ገበያ ልማት ቢሮ አስታወቀ https://t.co/I8INXxY7SE
1.2050768190173716e+18,positive,@AbiyAhmedAli በርታልን የኛ ጀግና
1.201153374336508e+18,negative,"ደንበኛ: ስማ ማነህ ይሄን ጫማ ስፋልኝ
ሊስትሮ፡ ጌታቸው አሰፋ ነው ወይስ ጌታቸው ረዳ?
ደንበኛ፡ ምን አልክ አንተ?? (በድንጋጤ)
ሊስትሮ፡ ስውር ነው ወይስ ስፌቱ የሚታይ አሰፋፍ ልስፋልህ??

ሰው ነገረኛ ሆኗል"
1.2009956069799076e+18,positive,@tesfamaryam21 አሜን ሠላሚና🙏
1.2122482041730253e+18,neutral,@abrshel ከማንም ጋር ማወዳደር የሚልፈልገው ሰው።
1.212806071938683e+18,negative,የብአዴን ሀውስ  ኒገሮች  ቀርቶ  ተሽኮርማሚ  አብኖች  እንኳን  አንተ  እና  እኔን  ቀርቶ  ዘመዶቻቸውን  የሚወክሉ  አይደሉም!   በተፈጥሮ  ሆድ  አደሮች  ናቸው!
1.2010272261516e+18,negative,"ከምንም በላይ እንቅልፍ የነሳይ  የአማራ ሕዝብ ላይ ሕወሓት ሠራሽ  ነቀዞች  
በአማራ ሕዝብ መካከል የአማራን ሕዝብ እሴት በልተው ባዶ 
እያደረጉት ነው !"
1.213890445522219e+18,negative,"=&gt; ፀረ ሙስሊም ቡድኖች ጭንብላቸው እየወለቀ ነው ኣልሃምዱሊላህ!
=&gt; የጃዋር መሓመድ ጉዳይ 
=&gt; ኣፄዎችን የፈለገ መቃብር ይውረድ ኣሮጌዋ ኢትዮጵያ ላትመለስ ተቀብራለች ደሴቲቱም ሰ… https://t.co/lAv4HwsufD"
1.2130007540904468e+18,positive,"ለመላው የዕስልምና ተከታዮች በሙሉ 
የዛሬው ጁምአ ሠላማዊ ፍቅርና መስጠት 
የተሞላበት እንዲሆን ተመኘን https://t.co/9LfTiVdjRu"
1.2012988464936591e+18,neutral,@AntyeaVerse @Hewiinat @Gfasil 😅😅😅  ብቻ
1.2127398038270525e+18,neutral,"-ፈተና ሶስት፡ ክልሉን የመሸንሸን ዕቅድ
-ፈተና አራት፡ በተገኘው አጋጣሚ ሁሉ ክልሉን ማሳጣት"
1.2131489891866092e+18,negative,"እንዲህ ስንባጠስ ደህና ፖለቲካና ፖለቲከኛ ያለን አይመስልም? 

የ""ድንቁርናዬን እንቁልልጭ!"" ሀገር!"
1.2140820056773304e+18,neutral,RT @AlainAmharic: ህዝባዊ ወያኔ ሓርነት ትግራይ/ህወሃት/ ከብልጽግና ፓርቲ ጋር እንደማይዋሃድ አስታወቀ፡፡ ህወሓት ከሌሎች ፈዴራላዊ ሀይሎች ጋር በፎረም፣በጥምረትና በግንባር ደረጃ ስትራተጂካዊ ግንኙነት ለመመስረ…
1.216461055003693e+18,neutral,ሪፖርት | ስሑል ሽረ ከሜዳው ውጪ ጣፋጭ ድል ተቀዳጅቷል https://t.co/bj8CiDaZ8h
1.2131013162029916e+18,neutral,@pingazukai ወደ ቺሊ አመጣኸው ግን ምንም ሩቅ የለም እወድሻለሁ ምንም እንኳን አስተርጓሚ ከእኔ ጋር ለመነጋገር ቢያስፈልግህም ያ ግን ይከናወናል ፣ አሁን ቀድሞውኑ ሩቅ ነበር… https://t.co/RcpSxYuCRg
1.2140471582546575e+18,negative,"የኢትዮጵያ የእንግዴ ልጆችን ማስ ማስ አድርጎ እነደብተራውን እና አበራሽን ደብዛቸው እንዲጠፋ ያስደረጉ ከሃዲዎች ""ጠቅላይ ምንስቴሬን አገኘሁ"" ካለው የእንጨት ሽበት ጋር  የሕዝብን ሕ… https://t.co/wVVJCKeaqW"
1.2125273042887434e+18,positive,"ቅዳሜ ይጀመራል!
በአፍሪካ ታይቶ በማይታወቅ ደረጃ ከመሓል እሥከ ጥግ የምርጫ ቅሥቀሣ እናደርጋለን!
• አገሪቷን በአንድ እግሯ እናቆማለን!
• እናሸንፋለን! https://t.co/1mJ3ZGOJtv"
1.2011112537348342e+18,neutral,ወላይታ ድቻ ከ ሲዳማ ቡና - ቀጥታ የውጤት መግለጫ https://t.co/fUj3r8CFH2
1.212298380988371e+18,neutral,@Goitomhaile @Brinnium @YouTube የምን መረጋጋት ወንድም!? ምርጫዋን ረሳሻት እንዴ??😂
1.21386260344286e+18,neutral,"@gual_halay አንተ ምን አለብህ 
አይገባብህ አይወጣብህ .....ብላ ምትመልስ አትጠፋም"
1.2127249844786053e+18,neutral,"እኛ ዩንቨርስቲ ስንማር ተማሪ  ለተማሪ መደባደብ እራሱ ያስባርር ነብር። 
አሁን ያ ሁሉ ቀርቶ በየሳምንቱ ተማሪ ተገደለ የሚል ዜናን ተላምደነዋል።
እስከመቼ ለወራት ከዩኒቨርሲቲ ለእና… https://t.co/sd9Cridd3g"
1.2141764398906573e+18,neutral,@AbebeAbebayehu ከድንግል ማርያም ተወልዶላችሃል:: የሰው ነገር ለምን መቀነስ አስፈለገ?
1.2011885115981578e+18,negative,RT @gamtesa_: **ፖሎቲካ ውስጥ ከጀርባ ያለውን አጀንዳ ማየት ያስፈልጋል::በመደመር ና በውህደቱ project ጀርባ ማን እንዳለው ግልጽ አይደለም::~~Lammicho
1.2131643277898752e+18,neutral,@Mikitango @KasayeRH @Kal_Kass @melak_abera @_wurye @tweetofmicky @ZemenuYA 🙆🏽‍♀️ ይቀጥላል እያለ
1.2125759344122511e+18,negative,@eskinder_nega ወይ እስክንድር ቀዌዉ የት ጠፉህ ? እብዱ ወንድምህ ጀዋር ጀዌ እንኳን ቶሎ ብሎ የመራራ ጉዲና የጠነባ የዘር ስልቻ ዉስጥ ዘሎ ገብቷል :: አንተም ሳይመሽብህ… https://t.co/cD7NRo8wQD
1.2124343456859136e+18,neutral,@DrGetahun አላስፈላጊ የአገልግሎት ክፍያ እና በህንፃዎች ላይ ይከሰት የነበረውን ውድመትና ተያያዥ ወጭዎችን ማስቀረት የሚችል (በ global water sector) አዲስ እና የ… https://t.co/Atx4NiwUcP
1.213143329317294e+18,neutral,@ItsGouldon @yehagersew @flyethiopian በዓሉ ማክሰኞ መሆኑን አትዘንጋ። በረራው የሚፈለገው ቅዳሜና እሁድ ነው
1.2057921546034053e+18,negative,@Abraha_Desta1 ሀሀሀሀሀሀሀሀሀሀሀሀሀሀሆሆሆሆሆሆሆሆሆሆሆሆሆ አሉ አዛውቱ አቦይ ሽበት
1.2131114873272975e+18,neutral,RT @AbaaBoraa: 5- ከየትኛውም ክልል የሚመጣ ተማሪ ከሌላው ክልል ተማሪ የተሻለ ህይወት የለውም:: ቢኖረው ኑሮ ሀገር አቋርጦ ሌላ ቦታ አይሄድም ነበር:: በአጠቃላይ ከደህንነት ለመውጣት የሚጥር ድሃ ሌላውን ድሃ…
1.2125602855103816e+18,neutral,@firew_asrat @HanaGebres 🤣🤣🤣 ለምን አይሆንም
1.2124497669840814e+18,neutral,የበዓል ማግስት አይደል? ፈታ በሉ፦ የምግብ አዘገጃጀት፣ ሀገር የሰረቁ ቁጭ  ብለው ዶሮ የሰረቀ 4 ዓመት?ወይዘሮ እየተጣራ ነው...ሌሎችም ፈታ የሚያደርጉ ዝግጅቶች.. https://t.co/gzL5ZeidMI
1.2132829642070303e+18,neutral,"ከኤርትራ ዛፓ ዱላ ወይ Ak-47 መታጠቅ በላይ ይሄ ያሳስበኛል። 😂

ይቺ ዶቃ ራስ ሴትዮ ግን ዩኒ. ላለው ረብሻ አንዱ መንስኤ የነፃ ት/ት ሲስተም መዘርጋቱ ነው ያለችው ከምሯ ነው? https://t.co/Vygwq3yhOO"
1.212265719079035e+18,neutral,"በሞጣ መስጅድ  ቃጠሎ  እጃቸው  እንዳለበት የሚጠረጠሩ ፖሊሶች ራሳቸው መያዝ ሲገባቸው ወንጀለኞችን እንዲይዙ  እየተላኩ መሆናቸውን የሀሩን ቲዩብ ምንጮች ገለጹ
ሃሩን ቲዩብ መረጃ https://t.co/gROcsEQ2xk"
1.2010724635867054e+18,negative,@ethiosun ጉራ ብቻ ግዜህን በአሉባልታ አታቃጥል ወሬ+ወሬ = ችግር
1.212349934348968e+18,positive,ጠ/ሚ ዶ/ር ዐቢይ ለዓለም አቀፉ ማህበረሰብና በውጭ ሀገር ለሚኖሩ ኢትዮጵያውያን የእንኳን አደረሳችሁ መልዕክት አስተላለፉ። https://t.co/wCjBkqUhPp
1.2124211674595533e+18,negative,@EliasMeseret እርስ በርሱ የሚቀዋወም መንግስት ....
1.213961168450179e+18,negative,አማራዎች ለምን ለኤርትሪያኖች እንደሚሰግዱ ግራ ይገባኛል
1.2139319808632136e+18,negative,@EliasMeseret ህወሓት ከዚህ በኃላ ቤተመንግሥት የሚገባው 200 ብር ከፍሎ ነው የሚል አንብቤ ፈገግ ብያለሁ። ዛሬ ደግሞ ተዘርፈናል ሲሉ ሰምቼ ፈገግታዬ ወደ ሳቅ ተቀየረ። እነ… https://t.co/d70wlBShsM
1.2124580024915436e+18,neutral,"የጎጥ በሽታ ያመጣውን የሞት ጦስ አመለጥኩ የሚል ተማሪ የመኪና አደጋ ይጠብቀዋል...ምንድን ነው ግን የገጠመን ዘንድሮ? 

ወዳጅ ቤተሰብን እግዚሐብሔር ሐዘናቹን ያቅልለው መጽናናትም ይስጣቹ!"
1.2138329560050115e+18,negative,@KasayeRH 😂 ክፉ አታሳስበኝ . . የፈረንጅኛው ቨርዥን ብዙው ጋር ሳይደርስ አይቀርም ባክሽ
1.2140059046114304e+18,negative,እኛን መብታችን የደፈረ የጋዜጠኛ ወረቀት ኣይገባውም https://t.co/nHpADoZ3C7
1.214673607697326e+18,positive,@Mike_antso @Anbessaw1 ክበርልን ወንድማችን። እነሱን ከመጎብኘትህም በላይ የታዘብከውን ቆንጆ አድርገህ ለኛ በማቅረብህ።
1.2138898412991816e+18,neutral,"ሶስተኛው የአለም ጦርነት ሊጀመር ይመስላል። አሜሪካ በፈጠርሽ ምርጫውን እስክናደርግ ዙሩን አታክርሪው እኛም መሳተፍ እንፈልጋለን። 
ሳተላይት አለንኮ! 😂"
1.2127129376320635e+18,negative,@Natberh @AMMAONLINE2 Naty...ወያኔ ሰፍቶ የሰጠህን ጠባብ የአማራ የከረፋ ዘረኝነትን እና ብሄርትኝነትን ስታኝክ ዘመን አልፎ ዘመን ተተካ :: አንተ አሁን ከጀዋር የከ… https://t.co/qTj5u1C6vB
1.216365108940759e+18,positive,በደቡብ አፍሪካ የሚኖሩ ኢትዮጵያውያንን ትኩረት አድርገው ከፕሬዝዳንት ሲሪል ራማፎሳ ጋር ተወያይተው ኢትዮጵያውያን ትኩረት እንዲያገኙ የሚያስችል ስምምነት ላይ መድረሳቸውን ጠ/ሚ/ር ዶ… https://t.co/IPjEaXDC4V
1.2050158536300257e+18,negative,ኢም ሰይጣን
1.2131833062605005e+18,negative,ላለፉት 27አመታት ጎራ ለይተው ሲወነጃጀሉ የነበሩ የብሄር ፖለቲከኞች በመካከላቸ ሰለነበረው ጥላቸ መፍትሄ ሳያገኙለት በቁርሾና በማን አለብኝነት የፖለቲካ ስልጣን ለማግኝት ሲባል ብቻ… https://t.co/NWht6oUZVk
1.201004933606232e+18,negative,ኦቦ ለማ እሄይ ያክል በፅንፈኞች ይጠለፋል ብዬ አላስብም ነበር ስለ ኢትዮ አንድነት እንደዛ ሲለፈልፍ የነበረ ሰውዬ ዛሬላይ ተመልሶ ግለኛ ሆኖ የ፩ብሄር ጥያቄን ብቻ ሚያነሳ ከሆነ ከዚ… https://t.co/uecemAKNoF
1.213164863113044e+18,neutral,ደሞክራሲማለት እየተሳደብክ ኣይደለም ኣስበህ መስራት ጉዳት የለውምማለት ነው ደሞክራሲ https://t.co/5pfgmPatAi
1.2012062857247252e+18,neutral,ሀዋሳ ከተማ ከ ድሬዳዋ ከተማ - ቀጥታ የውጤት መግለጫ https://t.co/XRfYxxYVJu via @soccerethiopia
1.216793298200879e+18,neutral,ይሄ ጀግና ልጅ በወያኔ ታፍኖ የት ተወሰደ ግን? https://t.co/70fCwu5gh2
1.21249511770735e+18,neutral,RT @SolomonMKassa: ቆይታ 3 ወጣቶች ጋር በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ 24፣ 2012 ዓ.ም. በኢቢኤስ ብቻ! እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን፣ የስትሪት ፎቶግራፈሩ አብነትና፣…
1.21249511770735e+18,positive,RT @SolomonMKassa: ቆይታ 3 ወጣቶች ጋር በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ 24፣ 2012 ዓ.ም. በኢቢኤስ ብቻ! እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን፣ የስትሪት ፎቶግራፈሩ አብነትና፣…
1.213919628113711e+18,neutral,@ZemenuYA @AtnafB ፍዬል ደግሞ ምንድነው?
1.2124877761569587e+18,neutral,@TakeleUma አንተ ብቻ ዝምምምምም ብለህ ዘንጥ! አታውራ!
1.214846592144085e+18,negative,@sitinanu This type of መሰገጥ ገና መጀመሩ ነው ። በ10 ሜትር ልዩነት በሩ ያለፈን ወንዝ ሁሉ ፀበል ነው እያለ ሲየጠር የኖረው ያልደነቃችሁ በ   10km ሬዲየስ አንድ መስጂድ አጥር  አሳመማችሁ አይደል  ?
1.2131221710919844e+18,negative,"@DilNaodA @Ethiopia24News እንዴት እባክህ?
ጉቦ፣ ሙስና፣ ስልጣንና ብር ያሰከረው ባለስልጣን ግራ ከቀኙ ሲደባለቅበት እኛም የሚጠቅመንን ከሚጎዳን መለየት ያቅተን?"
1.205270585275814e+18,positive,@AbiyAhmedAli እኛም ስለሀገራችን ስንል እስከመጨረሻው ከጎንህ ነን ክቡር መሪያችን ። ኢትዮጵያ እና ኢትዮጵያዊነት ለዘላለም ይኑር አሜን
1.2123728956258755e+18,neutral,"መጅሊስ ለአማራ ክልል 
መንግሰት የሰጠዉ የግዜ ገደብ 
በማለቁ ነገ መግለጫ ይሠጣል!"
1.2132262140784722e+18,neutral,ፕሬዚዳንት ትራምፕ በኢራን ባለስልጣን ላይ ያደረጉትን ጥቃት በማስመልከት ከዋይትሃውስ ለመላው አለም ያስተላለፉት መልእክት https://t.co/y6RNvM98R9
1.2151260329419735e+18,positive,@VOAAmharic እግዚአብሔር የትምከተኞችን ሀይል ያፍዝዝልን ሰላም ለሀገራችን ለኢትዮጵያ 👏👏👏
1.214767289922392e+18,positive,በጣም ገራሚ ነው። ከምስራቅ የመጡ ሰብአሰገል በትክክል ጥቁር አፍሪካውያን ኢትዮጵያውያን የአክሱሟ ንግስተሳባና አጃቢዎቿ ናቸው❤ https://t.co/Yyg45vx9XH
1.2009609657030124e+18,neutral,"@AbiyAhmedAli 
ለዶ/ር አብይ አሐመድ፤ 

5 ወር ሙሉ ያለ ጥፋታቸው ታስሮው የምሰቃዩትን የስዳማ ልጆችን ያውቃሉ ወይ?ያለ ፍትህ አስሮ ማሰቃየት ለነገው ትውልድ መጥፎ ጠባሳ… https://t.co/C1w4rSor2L"
1.213298924729045e+18,neutral,@ruhama_m_belay ከዚህ በኃላም ከስህተታችን እንማራለን እንጂ ትምህርት ቤት እንደማንገባ ያ.ሁ.ነ.ያ
1.2122796732474573e+18,neutral,@betelhem_dessie ገነት ሆቴል ጥሬ ስጋ ከረሜላ አስከትፈን የበላን!
1.2130231760762102e+18,positive,@BirrkanF 🙂 Lol በሚቀጥለው ይስተካከላል ብዬ ተስፋ አደርጋለሁ። @tadegirma
1.212824740185985e+18,neutral,@Ethiopialiveupd @ebczena የሚያሳዝነው  ነገር ሕዝቡን ለመከፋፈል የምታደርጉት ነገር ነዉ
1.213137620257198e+18,neutral,"Frewoini G Tsadik :በ ""ሴቶችን ወደ ኃላ ኣንተው"" በሚል የምትመደብ ኣደለችም። በራሷ ጎደና የምትኖር ኣምበሲት ነች። በርችልን ፍሬታ!!"
1.2123678382850458e+18,neutral,@Brinnium @YouTube ታማኝ ባርያ ለመምሰል ትፈራገጣለህ ። ድሮ ያበሉህ ሸቤ ቁጭ ብለው አንተ Canada ቅር አለህ አይደል ። ሌባ ቤቱ ቃሊቲ ነው እንደ አንተ አይነት አቃጣ… https://t.co/YSdbSmSzMA
1.212367119855358e+18,neutral,የአፍሪካ ህብረት ያሞካሸውን የጊኒቢሳው ምርጫ  የቀድሞው ጠቅላይ ሚኒስትር ኢምባሎ አሸንፊያለሁ አሉ https://t.co/cDAWxJQ6Kj
